Normalize,Standardize
0.5029239766081872,-0.8303045394422319
0.4855100714749838,-0.9333907639815594
0.4747238466536713,-0.9972426791812917
0.477063027940221,-0.9833952758849642
0.46965562053281357,-1.0272453863233348
0.479792072774529,-0.9672399720392487
0.4693957115009748,-1.0287839866895931
0.4791423001949319,-0.971086472954895
0.4949967511371021,-0.8772318506131196
0.4884990253411307,-0.9156968597695849
0.48719948018193643,-0.9233898616008782
0.46562703053931137,-1.0510936920003429
0.4726445743989605,-1.0095514821113605
0.5108512020792724,-0.7833772282713443
0.5083820662768033,-0.7979939317508009
0.513190383365822,-0.7695298249750168
0.5157894736842107,-0.7541438213124304
0.5256660168940872,-0.6956770073946031
0.5330734243014946,-0.6518268969562326
0.5376218323586746,-0.6249013905467068
0.5512670565302146,-0.5441248713181297
0.5374918778427551,-0.6256706907298365
0.5251461988304095,-0.6987542081271203
0.5220272904483432,-0.7172174125222238
0.5165692007797271,-0.7495280202136549
0.5222871994801821,-0.715678812155965
0.5287849252761535,-0.6772138029994996
0.5552956465237169,-0.520276565641121
0.5367121507472385,-0.630286491828612
0.5348927875243666,-0.6410566943924223
0.528654970760234,-0.6779831031826293
0.5192982456140351,-0.7333727163679393
0.5179987004548409,-0.7410657181992325
0.5199480181936323,-0.7295262154522925
0.5024041585445096,-0.8333817401747491
0.4818713450292399,-0.9549311691091795
0.4762833008447045,-0.9880110769837397
0.45666016894087075,-1.1041754046362655
0.45120207927225486,-1.1364860123276959
0.4410656270305394,-1.196491426611782
0.4380766731643925,-1.2141853308237565
0.44639376218323595,-1.1649501191034806
0.45172189733593254,-1.1334088115951788
0.4489928525016246,-1.1495641154408942
0.42222222222222233,-1.3080399531655318
0.4250812215724497,-1.2911153491366871
0.45523066926575706,-1.1126377066506878
0.46718648473034446,-1.0418620898027915
0.46068875893437305,-1.0803270989592568
0.45860948667966217,-1.092635901889326
0.4787524366471736,-0.973394373504283
0.4805717998700456,-0.9626241709404727
0.4862897985705004,-0.9287749628827834
0.49928525016244324,-0.8518449445698526
0.483430799220273,-0.945699566911628
